Ticker,Closing Price,200 SMA,Gap,RSI,MACD,MACD Signal,Analysis
RIOT,10.56,10.19115,3.619316760130114,74.1856422839008,0.6890363467985203,0.5419019345606118,"Monitor

Reasons:
- Caution: RSI indicates overbought condition
- Risk: Extended gap above 200 SMA
Strength Indicators:
- Trading above 200 SMA (Gap: 3.6%)
- MACD above signal line
Warnings:
- Overbought (RSI: 74.2)"
SIRI,27.03,34.226825000000005,-21.026855397776462,66.33481819620174,0.8734536244828384,0.81015346668036,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (66.3)
- MACD above signal line
Warnings:
- Trading below 200 SMA (Gap: -21.0%)"
INMD,17.98,18.810824999999976,-4.416738766109286,56.691361805610796,0.381018449027021,0.21104070262374416,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (56.7)
- MACD above signal line
Warnings:
- Trading below 200 SMA (Gap: -4.4%)"
LYFT,13.89,14.39910000000001,-3.5356376440194777,61.55564189014878,0.28498313718704615,0.2355203741799389,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (61.6)
- MACD above signal line
Warnings:
- Trading below 200 SMA (Gap: -3.5%)"
JSPR,22.02,20.851124999999993,5.605812636008884,65.5326676330368,0.7247814860994417,0.2565854692097078,"No Action

Reasons:
- RSI in neutral zone
Strength Indicators:
- Trading above 200 SMA (Gap: 5.6%)
- RSI in neutral zone (65.5)
- MACD above signal line"
BMBL,7.13,9.84592499999998,-27.584254399662655,64.90339970610908,0.2115135288699177,0.18902911888544885,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (64.9)
- MACD above signal line
Warnings:
- Trading below 200 SMA (Gap: -27.6%)"
SYM,28.41,35.70624999999996,-20.434097671976108,59.55703957583128,1.0903826983869642,1.131726715266706,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (59.6)
Warnings:
- Trading below 200 SMA (Gap: -20.4%)
- MACD below signal line"
SKYE,5.15,8.208182500000003,-37.25773031971452,68.72064721248675,0.3177986919546125,0.21091324909009765,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (68.7)
- MACD above signal line
Warnings:
- Trading below 200 SMA (Gap: -37.3%)"
NVAX,10.25,9.694625000000007,5.728689866807557,38.49976785822239,-0.7818068123900161,-0.5814358022733681,"No Action

Reasons:
- RSI in neutral zone
Strength Indicators:
- Trading above 200 SMA (Gap: 5.7%)
- RSI in neutral zone (38.5)
Warnings:
- MACD below signal line"
LSPD,14.93,14.339299999999998,4.1194479507368,20.117585105933443,-0.34877484479293663,-0.2483565333482999,"Buy Call

Reasons:
- Primary: RSI indicates oversold condition
- Supporting: Positive gap from 200 SMA
Strength Indicators:
- Trading above 200 SMA (Gap: 4.1%)
- Oversold (RSI: 20.1)
Warnings:
- MACD below signal line"
NIO,5.81,5.074250000000006,14.499679755628758,45.5978478237129,-0.35828842174366127,-0.34090510987496553,"No Action

Reasons:
- RSI in neutral zone
Strength Indicators:
- Trading above 200 SMA (Gap: 14.5%)
- RSI in neutral zone (45.6)
Warnings:
- MACD below signal line"
MPW,4.66,4.594500000000004,1.4256175862443468,31.174819636831344,-0.26554983466779625,-0.26125743014814506,"No Action

Reasons:
- RSI in neutral zone
Strength Indicators:
- Trading above 200 SMA (Gap: 1.4%)
- RSI in neutral zone (31.2)
Warnings:
- MACD below signal line"
AUROW,1.1578,0.35047520499999996,230.35147236735338,70.48409265382205,0.061573547217030344,0.03221096426856167,"Monitor

Reasons:
- Caution: RSI indicates overbought condition
- Risk: Extended gap above 200 SMA
Strength Indicators:
- MACD above signal line
Warnings:
- Stock significantly above 200 SMA (Gap: 230.4%)
- Overbought (RSI: 70.5)"
PCT,13.92,6.1883250000000025,124.939705009029,77.02348610790995,1.0289413751145098,0.5304572300427427,"Monitor

Reasons:
- Caution: RSI indicates overbought condition
- Risk: Extended gap above 200 SMA
Strength Indicators:
- MACD above signal line
Warnings:
- Stock significantly above 200 SMA (Gap: 124.9%)
- Overbought (RSI: 77.0)"
ZLAB,32.54,19.66572499999998,65.46554983353032,76.54850675278087,1.8713121005599334,1.1260025852058837,"Monitor

Reasons:
- Caution: RSI indicates overbought condition
- Risk: Extended gap above 200 SMA
Strength Indicators:
- MACD above signal line
Warnings:
- Stock significantly above 200 SMA (Gap: 65.5%)
- Overbought (RSI: 76.5)"
SKYT,11.05,9.000525000000005,22.770616158501806,77.94639361749168,0.39652379953559347,0.250981270653028,"Monitor

Reasons:
- Caution: RSI indicates overbought condition
- Risk: Extended gap above 200 SMA
Strength Indicators:
- MACD above signal line
Warnings:
- Stock significantly above 200 SMA (Gap: 22.8%)
- Overbought (RSI: 77.9)"
CIFR,5.66,4.008149999999998,41.21227997954176,69.40692443588529,0.4400615180678056,0.31954302889189734,"No Action

Reasons:
- RSI in neutral zone
Strength Indicators:
- RSI in neutral zone (69.4)
- MACD above signal line
Warnings:
- Stock significantly above 200 SMA (Gap: 41.2%)"
SOFI,11.19,7.575725,47.708635147131126,84.16584886528804,0.7774563992111307,0.6258344368362642,"Monitor

Reasons:
- Caution: RSI indicates overbought condition
- Risk: Extended gap above 200 SMA
Strength Indicators:
- MACD above signal line
Warnings:
- Stock significantly above 200 SMA (Gap: 47.7%)
- Extremely overbought (RSI: 84.2)"
WULF,6.85,3.3252500000000027,105.9995489060971,71.30375781712124,0.5304673903965735,0.3014613289543035,"Monitor

Reasons:
- Caution: RSI indicates overbought condition
- Risk: Extended gap above 200 SMA
Strength Indicators:
- MACD above signal line
Warnings:
- Stock significantly above 200 SMA (Gap: 106.0%)
- Overbought (RSI: 71.3)"
ULCC,7.27,5.526299999999999,31.552756817400446,75.96212169893141,0.44050996032145306,0.33653647700855166,"Monitor

Reasons:
- Caution: RSI indicates overbought condition
- Risk: Extended gap above 200 SMA
Strength Indicators:
- MACD above signal line
Warnings:
- Stock significantly above 200 SMA (Gap: 31.6%)
- Overbought (RSI: 76.0)"
AAL,13.6,12.613700000000005,7.819275866716302,77.48772079078606,0.5083328767859463,0.39934486266722863,"Monitor

Reasons:
- Caution: RSI indicates overbought condition
- Risk: Extended gap above 200 SMA
Strength Indicators:
- Trading above 200 SMA (Gap: 7.8%)
- MACD above signal line
Warnings:
- Overbought (RSI: 77.5)"
KRUS,98.56,86.92177499999998,13.38930895049028,74.32625183218124,3.971271126308352,2.65228409191582,"Monitor

Reasons:
- Caution: RSI indicates overbought condition
- Risk: Extended gap above 200 SMA
Strength Indicators:
- Trading above 200 SMA (Gap: 13.4%)
- MACD above signal line
Warnings:
- Overbought (RSI: 74.3)"
JANX,54.36,39.80877499999999,36.55280776662938,70.28047022117504,2.094082932923264,1.5566891603181483,"Monitor

Reasons:
- Caution: RSI indicates overbought condition
- Risk: Extended gap above 200 SMA
Strength Indicators:
- MACD above signal line
Warnings:
- Stock significantly above 200 SMA (Gap: 36.6%)
- Overbought (RSI: 70.3)"
DBRG,16.56,15.567900000000003,6.372728499026812,72.7305363249433,0.5785722158326578,0.469304502081444,"Monitor

Reasons:
- Caution: RSI indicates overbought condition
- Risk: Extended gap above 200 SMA
Strength Indicators:
- Trading above 200 SMA (Gap: 6.4%)
- MACD above signal line
Warnings:
- Overbought (RSI: 72.7)"
PLRX,14.86,13.680900000000007,8.618585034610241,68.01279609803107,0.8501409959344599,0.7847909300013727,"No Action

Reasons:
- RSI in neutral zone
Strength Indicators:
- Trading above 200 SMA (Gap: 8.6%)
- RSI in neutral zone (68.0)
- MACD above signal line"
UPST,51.98,30.607374999999983,69.82835019337668,67.76493597165162,2.915563999246551,2.8624000963704033,"No Action

Reasons:
- RSI in neutral zone
Strength Indicators:
- RSI in neutral zone (67.8)
- MACD above signal line
Warnings:
- Stock significantly above 200 SMA (Gap: 69.8%)"
SNCY,13.04,12.427375,4.92964121546183,65.38880211227263,0.49826617476824175,0.27614169926590393,"No Action

Reasons:
- RSI in neutral zone
Strength Indicators:
- Trading above 200 SMA (Gap: 4.9%)
- RSI in neutral zone (65.4)
- MACD above signal line"
SYRE,34.4,30.554149999999986,12.58699718368868,65.73234467827757,1.4105077090558673,0.9496121769618804,"No Action

Reasons:
- RSI in neutral zone
Strength Indicators:
- Trading above 200 SMA (Gap: 12.6%)
- RSI in neutral zone (65.7)
- MACD above signal line"
PTON,6.4,4.1727999999999925,53.37423312883464,72.55579693273297,0.40803497169348013,0.2736536256268614,"Monitor

Reasons:
- Caution: RSI indicates overbought condition
- Risk: Extended gap above 200 SMA
Strength Indicators:
- MACD above signal line
Warnings:
- Stock significantly above 200 SMA (Gap: 53.4%)
- Overbought (RSI: 72.6)"
TARS,39.67,31.341225000000037,26.574503708773207,77.88018612744217,1.5688327583827757,1.226122421370907,"Monitor

Reasons:
- Caution: RSI indicates overbought condition
- Risk: Extended gap above 200 SMA
Strength Indicators:
- MACD above signal line
Warnings:
- Stock significantly above 200 SMA (Gap: 26.6%)
- Overbought (RSI: 77.9)"
ALGT,63.8,58.01057500000015,9.979947621618695,65.01233296919067,2.155560759905015,1.8604109407213578,"No Action

Reasons:
- RSI in neutral zone
Strength Indicators:
- Trading above 200 SMA (Gap: 10.0%)
- RSI in neutral zone (65.0)
- MACD above signal line"
MGTX,5.88,5.131400000000003,14.588611295163048,76.5109804162376,0.4726873144058743,0.3962930670697979,"Monitor

Reasons:
- Caution: RSI indicates overbought condition
- Risk: Extended gap above 200 SMA
Strength Indicators:
- Trading above 200 SMA (Gap: 14.6%)
- MACD above signal line
Warnings:
- Overbought (RSI: 76.5)"
NAMSW,8.9,8.823214500000011,0.87026672648601,74.8913824899197,0.46625373089117694,0.3889226628505282,"Monitor

Reasons:
- Caution: RSI indicates overbought condition
- Risk: Extended gap above 200 SMA
Strength Indicators:
- Trading above 200 SMA (Gap: 0.9%)
- MACD above signal line
Warnings:
- Overbought (RSI: 74.9)"
UPWK,12.57,11.554549999999981,8.788312829145408,73.12105302086913,0.4504891902004271,0.1833362641461063,"Monitor

Reasons:
- Caution: RSI indicates overbought condition
- Risk: Extended gap above 200 SMA
Strength Indicators:
- Trading above 200 SMA (Gap: 8.8%)
- MACD above signal line
Warnings:
- Overbought (RSI: 73.1)"
AG,7.66,6.0265499999999905,27.104230446939166,73.70393483587043,0.4342802696293653,0.3252691485461445,"Monitor

Reasons:
- Caution: RSI indicates overbought condition
- Risk: Extended gap above 200 SMA
Strength Indicators:
- MACD above signal line
Warnings:
- Stock significantly above 200 SMA (Gap: 27.1%)
- Overbought (RSI: 73.7)"
VICR,47.99,37.341925,28.51506717985213,63.83915006776088,1.3164434183516605,0.5934136540628466,"No Action

Reasons:
- RSI in neutral zone
Strength Indicators:
- RSI in neutral zone (63.8)
- MACD above signal line
Warnings:
- Stock significantly above 200 SMA (Gap: 28.5%)"
COGT,11.89,8.30727500000001,43.12755987974381,61.71755754287831,0.32420972749972954,0.2677793990582878,"No Action

Reasons:
- RSI in neutral zone
Strength Indicators:
- RSI in neutral zone (61.7)
- MACD above signal line
Warnings:
- Stock significantly above 200 SMA (Gap: 43.1%)"
KRRO,63.85,50.78869999999997,25.716940973090548,66.42190045581248,9.492266148381908,8.466406639650494,"No Action

Reasons:
- RSI in neutral zone
Strength Indicators:
- RSI in neutral zone (66.4)
- MACD above signal line
Warnings:
- Stock significantly above 200 SMA (Gap: 25.7%)"
NKLA,5.31,14.050765000000043,-62.20846338259886,63.20378427528616,-0.03421708936009171,-0.10737804199913159,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (63.2)
- MACD above signal line
Warnings:
- Trading below 200 SMA (Gap: -62.2%)"
SEDG,17.46,44.736549999999845,-60.97150987279962,37.4827105108413,-1.4955816384357448,-1.3893684452513513,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (37.5)
Warnings:
- Trading below 200 SMA (Gap: -61.0%)
- MACD below signal line"
NEGG,0.67,0.8651089999999988,-22.55311180440835,44.380588222442455,-0.025285275838831778,-0.02345896722170164,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (44.4)
Warnings:
- Trading below 200 SMA (Gap: -22.6%)
- MACD below signal line"
MERC,6.73,8.299525000000003,-18.911022016320235,52.64634099078237,-0.11209299385650429,-0.06532213281029715,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (52.6)
Warnings:
- Trading below 200 SMA (Gap: -18.9%)
- MACD below signal line"
ENPH,84.68,112.91509999999973,-25.00560155373355,26.579253686100586,-7.141449226662317,-5.891485663562079,"Monitor

Reasons:
- Mixed signals: Oversold but bearish trend
Strength Indicators:
- Oversold (RSI: 26.6)
Warnings:
- Trading below 200 SMA (Gap: -25.0%)
- MACD below signal line"
MCFT,17.41,20.037199999999995,-13.11161240093424,46.3924243727811,-0.2778522010166,-0.2833766426698063,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (46.4)
- MACD above signal line
Warnings:
- Trading below 200 SMA (Gap: -13.1%)"
IMNM,12.43,16.437424999999998,-24.379883102128215,36.38635055526498,-0.527166137464917,-0.5897841937320365,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (36.4)
- MACD above signal line
Warnings:
- Trading below 200 SMA (Gap: -24.4%)"
KC,2.83,2.7971500000000127,1.174409666982008,49.68755060273337,-0.1216718271732029,-0.07299742248403199,"No Action

Reasons:
- RSI in neutral zone
Strength Indicators:
- Trading above 200 SMA (Gap: 1.2%)
- RSI in neutral zone (49.7)
Warnings:
- MACD below signal line"
PII,74.05,84.97444999999995,-12.856158527651495,35.062175796101556,-2.6349353632665213,-1.6687022169610948,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (35.1)
Warnings:
- Trading below 200 SMA (Gap: -12.9%)
- MACD below signal line"
CRSR,6.63,10.05335,-34.05183346844584,46.39719870895717,-0.14002450659779608,-0.10574160158185394,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (46.4)
Warnings:
- Trading below 200 SMA (Gap: -34.1%)
- MACD below signal line"
TXG,15.86,27.940650000000023,-43.23682519912748,27.292287047170774,-1.6361604105064558,-1.664505307314043,"Buy Call

Reasons:
- Primary: RSI indicates oversold condition
- Supporting: MACD shows bullish momentum
- Warning: Trading below 200 SMA
Strength Indicators:
- Oversold (RSI: 27.3)
- MACD above signal line
Warnings:
- Trading below 200 SMA (Gap: -43.2%)"
MLCO,6.99,7.11502500000001,-1.7571969177903035,41.30533892795235,-0.28914922222127526,-0.20538954041940738,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (41.3)
Warnings:
- Trading below 200 SMA (Gap: -1.8%)
- MACD below signal line"
SID,2.13,2.653900000000002,-19.74075888315316,37.52936452768738,-0.07403110244202438,-0.07560613671598608,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (37.5)
- MACD above signal line
Warnings:
- Trading below 200 SMA (Gap: -19.7%)"
CVAC,2.83,3.277475000000001,-13.653040831737867,46.750960557647204,-0.04822555094417513,-0.04171596517300957,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (46.8)
Warnings:
- Trading below 200 SMA (Gap: -13.7%)
- MACD below signal line"
ALGN,215.8,264.37959999999975,-18.37494269603244,28.632907968802044,-8.85581038998319,-8.913468748500959,"Buy Call

Reasons:
- Primary: RSI indicates oversold condition
- Supporting: MACD shows bullish momentum
- Warning: Trading below 200 SMA
Strength Indicators:
- Oversold (RSI: 28.6)
- MACD above signal line
Warnings:
- Trading below 200 SMA (Gap: -18.4%)"
CSAN,8.46,11.145899999999997,-24.097650257045167,35.848368430467715,-0.3290178852790131,-0.30606135798316103,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (35.8)
Warnings:
- Trading below 200 SMA (Gap: -24.1%)
- MACD below signal line"
UGP,3.68,4.7426499999999985,-22.40624967054281,44.044442419774136,-0.06768211427675919,-0.060007150900466946,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (44.0)
Warnings:
- Trading below 200 SMA (Gap: -22.4%)
- MACD below signal line"
PKX,62.68,71.34024999999988,-12.139360319034344,35.35098497015771,-2.2758290340362777,-1.917476260704023,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (35.4)
Warnings:
- Trading below 200 SMA (Gap: -12.1%)
- MACD below signal line"
BAK,6.32,7.4338999999999915,-14.98405951115824,30.70648797276958,-0.28651553359214255,-0.24881245851595074,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (30.7)
Warnings:
- Trading below 200 SMA (Gap: -15.0%)
- MACD below signal line"
GGB,3.18,3.4409330000000016,-7.583204904018801,34.06484971355118,-0.09296406485144004,-0.07912761612378873,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (34.1)
Warnings:
- Trading below 200 SMA (Gap: -7.6%)
- MACD below signal line"
ABEV,2.28,2.353400000000001,-3.1188918160959127,38.62822401466923,-0.04605763347865599,-0.04088660813712821,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (38.6)
Warnings:
- Trading below 200 SMA (Gap: -3.1%)
- MACD below signal line"
LCID,2.52,3.082575000000003,-18.250164229580868,22.768784692742685,-0.26243788715093563,-0.19806779900083912,"Monitor

Reasons:
- Mixed signals: Oversold but bearish trend
Strength Indicators:
- Oversold (RSI: 22.8)
Warnings:
- Trading below 200 SMA (Gap: -18.3%)
- MACD below signal line"
NYMT,5.28,6.628875000000005,-20.348475420037396,21.94928140141114,-0.23295703625949216,-0.21193174576201834,"Monitor

Reasons:
- Mixed signals: Oversold but bearish trend
Strength Indicators:
- Oversold (RSI: 21.9)
Warnings:
- Trading below 200 SMA (Gap: -20.3%)
- MACD below signal line"
FDMT,8.57,21.101899999999965,-59.38754330178793,31.671447216883763,-0.5567344455463683,-0.5447120545510472,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (31.7)
Warnings:
- Trading below 200 SMA (Gap: -59.4%)
- MACD below signal line"
BBDO,2.3,2.405583999999995,-4.3891213110826826,36.68259651501146,-0.03356298430567728,-0.031655664593006776,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (36.7)
Warnings:
- Trading below 200 SMA (Gap: -4.4%)
- MACD below signal line"
KOS,3.98,5.38725000000001,-26.121861803332074,46.97402415802338,-0.025798045529130675,0.01111169092646523,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (47.0)
Warnings:
- Trading below 200 SMA (Gap: -26.1%)
- MACD below signal line"
ELAN,12.51,15.021849999999974,-16.721309292796683,19.882765237437425,-0.5862526694056474,-0.44705189500407494,"Monitor

Reasons:
- Mixed signals: Oversold but bearish trend
Strength Indicators:
- Extremely oversold (RSI: 19.9)
Warnings:
- Trading below 200 SMA (Gap: -16.7%)
- MACD below signal line"
WDS,16.02,18.57414999999997,-13.751100319529968,37.457300657074285,-0.34619058330978447,-0.22078780517005092,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (37.5)
Warnings:
- Trading below 200 SMA (Gap: -13.8%)
- MACD below signal line"
YETI,35.84,39.7843,-9.914212390314768,23.68303090841586,-1.3612278879392932,-0.8197817141134845,"Monitor

Reasons:
- Mixed signals: Oversold but bearish trend
Strength Indicators:
- Oversold (RSI: 23.7)
Warnings:
- Trading below 200 SMA (Gap: -9.9%)
- MACD below signal line"
FND,101.84,110.98739999999985,-8.241836460715234,16.929091052936215,-4.906951381580257,-4.107377682955827,"Monitor

Reasons:
- Mixed signals: Oversold but bearish trend
Strength Indicators:
- Extremely oversold (RSI: 16.9)
Warnings:
- Trading below 200 SMA (Gap: -8.2%)
- MACD below signal line"
SSL,5.76,7.48549999999999,-23.051232382606276,33.91960574846749,-0.23721878940094854,-0.13362771877566415,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (33.9)
Warnings:
- Trading below 200 SMA (Gap: -23.1%)
- MACD below signal line"
BRKR,58.46,72.372425,-19.22337824109114,24.88539263176962,-2.442066360746999,-2.011398718445679,"Monitor

Reasons:
- Mixed signals: Oversold but bearish trend
Strength Indicators:
- Oversold (RSI: 24.9)
Warnings:
- Trading below 200 SMA (Gap: -19.2%)
- MACD below signal line"
ARCT,19.57,28.071475000000007,-30.285102581891422,36.15694826683908,-1.0179867095989223,-0.7971125756101141,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (36.2)
Warnings:
- Trading below 200 SMA (Gap: -30.3%)
- MACD below signal line"
NEP,20.4,27.82700000000005,-26.689905487476334,18.04659179514063,-1.4511198259103288,-0.9084681624298865,"Monitor

Reasons:
- Mixed signals: Oversold but bearish trend
Strength Indicators:
- Extremely oversold (RSI: 18.0)
Warnings:
- Trading below 200 SMA (Gap: -26.7%)
- MACD below signal line"
OSCR,15.35,17.120500000000007,-10.341403580502945,27.317701755995714,-1.1985753818433231,-1.0989616737587293,"Monitor

Reasons:
- Mixed signals: Oversold but bearish trend
Strength Indicators:
- Oversold (RSI: 27.3)
Warnings:
- Trading below 200 SMA (Gap: -10.3%)
- MACD below signal line"
SVC,3.41,5.7557750000000025,-40.7551546055918,29.60201397147479,-0.2909466597793089,-0.19888582818784262,"Monitor

Reasons:
- Mixed signals: Oversold but bearish trend
Strength Indicators:
- Oversold (RSI: 29.6)
Warnings:
- Trading below 200 SMA (Gap: -40.8%)
- MACD below signal line"
LU,2.74,3.1162999999999808,-12.075217405255684,35.19044344615794,-0.20052681249589588,-0.13287589405041067,"No Action

Reasons:
- No clear signal
Strength Indicators:
- RSI in neutral zone (35.2)
Warnings:
- Trading below 200 SMA (Gap: -12.1%)
- MACD below signal line"
ADAP,0.7372,1.128291499999999,-34.66227477562308,20.32603012865397,-0.04726080251045339,-0.03370266352903972,"Monitor

Reasons:
- Mixed signals: Oversold but bearish trend
Strength Indicators:
- Oversold (RSI: 20.3)
Warnings:
- Trading below 200 SMA (Gap: -34.7%)
- MACD below signal line"
